subject_id,year_in_study,record_date,sleep_location,specific_sleep_location,bed_filling,bed_filling_specify,foam_bed,furniture_finish,furniture_finish_specify,floor_finish,floor_finish_specify,crate_material,crate_material_specify,bedding_material,bedding_material_specify,dog_bed_filling,dog_bed_filling_specify,dog_house_bedding,dog_house_bedding_specify,dog_house_material,dog_house_material_specify,dog_bed_foam,natural_surface,natural_surface_specify
grlsPDRIOFQQ,6,2020-10,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPE2IYC88,0,2013-01,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grlsPE2IYC88,2,2015-01,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsPE2IYC88,3,2016-04,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsPE2IYC88,4,2017-04,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsPE2IYC88,4,2017-04,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPE2IYC88,5,2018-05,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPE2IYC88,5,2018-05,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsPEHXN2AA,0,2014-12,In the house,On floor,,,,,,Tile,,,,,,,,,,,,,,
grlsPEHXN2AA,1,2015-12,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsPEHXN2AA,1,2015-12,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPEHXN2AA,2,2016-11,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPEHXN2AA,3,2017-11,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPEHXN2AA,4,2018-12,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsPEHXN2AA,5,2019-12,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPEHXN2AA,6,2020-12,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPEHXN2AA,6,2020-12,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPEHXN2AA,7,2021-11,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPEHXN2AA,7,2021-11,In the house,On the floor,,,,,,,,,,,,,,,,,,,,
grlsPELEFZ77,0,2014-12,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPELEFZ77,2,2017-03,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsPELEFZ77,2,2017-03,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPELEFZ77,3,2018-03,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPELEFZ77,4,2019-02,In the house,On a dog bed,Cedar fill,,,,,,,,,,,,,,,,,,,
grlsPELEFZ77,4,2019-02,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPELEFZ77,5,2020-02,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPELEFZ77,6,2021-02,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPELEFZ77,6,2021-02,Outside,Natural outdoor surface,,,,,,,,,,,,,,,,,,,,
grlsPELEFZ77,7,2022-03,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPELEFZ77,7,2022-03,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsPELEFZ77,7,2022-03,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsPELEFZ77,7,2022-03,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsPEWFWS33,0,2013-05,Outside,,,,,,,,,,,,,,,,,,,,,
grlsPEWFWS33,1,2014-10,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsPEWFWS33,2,2015-07,Outside,Natural outdoor surface,,,,,,,,,,,,,,,,,,,Other,Cot
grlsPEWFWS33,2,2015-07,In the garage,Confined to a crate/kennel,,,,,,,,Metal,,Natural surface,,,,,,,,,Other,Plastic
grlsPEWFWS33,3,2016-06,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Other,"Pad, Vinyl",,,,,,,,,
grlsPEWFWS33,3,2016-06,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Other,"Pad, Vinyl",,,,,,,,,
grlsPEWFWS33,4,2017-06,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Other,"Pad, Vinyl",,,,,,,,,
grlsPEWFWS33,4,2017-06,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Other,"Pad, Vinyl",,,,,,,,,
grlsPEWFWS33,5,2018-08,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Other,"Pad, Vinyl",,,,,,,,,
grlsPEX66ROO,0,2013-03,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grlsPEX66ROO,1,2014-05,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsPEX66ROO,1,2014-05,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Other,Memory foam,,,,,,,
grlsPEX66ROO,2,2015-06,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPEX66ROO,3,2016-06,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPEX66ROO,3,2016-06,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPEX66ROO,3,2016-06,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Foam,,,,,,With a cover,,
grlsPEX66ROO,3,2016-06,In the house,On the floor,,,,,,Linoleum,,,,,,,,,,,,,,
grlsPEX66ROO,4,2017-06,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPEX66ROO,4,2017-06,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPEX66ROO,4,2017-06,In the house,On the floor,,,,,,Linoleum,,,,,,,,,,,,,,
grlsPEX66ROO,4,2017-06,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsPEX66ROO,4,2017-06,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Polyester fill,,,,,,,,
grlsPEX66ROO,4,2017-06,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsPEX66ROO,5,2018-06,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPEX66ROO,6,2019-07,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsPEX66ROO,6,2019-07,In the house,On the floor,,,,,,Cement,,,,,,,,,,,,,,
grlsPFK771GG,0,2014-11,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grlsPFK771GG,1,2015-11,In the house,Confined to a crate/kennel,,,,,,,,Plastic,,None,,,,,,,,,,
grlsPFK771GG,2,2016-11,In the house,Confined to a crate/kennel,,,,,,,,Metal,,None,,,,,,,,,,
grlsPFK771GG,3,2017-12,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPFK771GG,3,2017-12,In the house,Confined to a crate/kennel,,,,,,,,Metal,,None,,,,,,,,,,
grlsPFK771GG,4,2018-11,In the house,Confined to a crate/kennel,,,,,,,,Metal,,None,,,,,,,,,,
grlsPFK771GG,5,2019-11,In the house,Confined to a crate/kennel,,,,,,,,Metal,,None,,,,,,,,,,
grlsPFK771GG,6,2020-11,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPFK771GG,6,2020-11,In the house,Confined to a crate/kennel,,,,,,,,Metal,,None,,,,,,,,,,
grlsPFK771GG,7,2021-11,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPFK771GG,7,2021-11,In the house,Confined to a crate/kennel,,,,,,,,Metal,,None,,,,,,,,,,
grlsPFPS5TJJ,0,2014-04,In the house,On floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPFPS5TJJ,1,2015-05,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsPFPS5TJJ,2,2016-05,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsPFPS5TJJ,3,2017-05,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsPFPS5TJJ,4,2018-05,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPFPS5TJJ,5,2019-04,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPFPS5TJJ,6,2020-05,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPFPS5TJJ,6,2020-05,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPFPS5TJJ,7,2021-04,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPFPS5TJJ,7,2021-04,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPFS0H300,0,2013-09,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grlsPFS0H300,1,2014-09,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsPFS0H300,1,2014-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPFS0H300,2,2015-09,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsPFS0H300,3,2016-10,In the house,Confined to a crate/kennel,,,,,,,,Wood,,None,,,,,,,,,,
grlsPFS0H300,3,2016-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPFS0H300,4,2017-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPFS0H300,5,2018-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPFS0H300,6,2019-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPFS0H300,7,2020-10,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPFS0H300,7,2020-10,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsPFS0H300,7,2020-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPFWAN5MM,0,2014-11,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grlsPFWAN5MM,1,2015-11,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPFWAN5MM,2,2017-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPFWAN5MM,3,2018-01,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPFWAN5MM,3,2018-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPFWAN5MM,4,2019-01,In the house,On the floor,,,,,,Laminate,,,,,,,,,,,,,,
grlsPFWAN5MM,4,2019-01,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsPFWAN5MM,5,2020-01,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsPFWAN5MM,6,2021-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPFWAN5MM,6,2021-01,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsPFWAN5MM,6,2021-01,In the house,On the floor,,,,,,Laminate,,,,,,,,,,,,,,
grlsPFWAN5MM,7,2022-01,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsPG0COI33,0,2014-01,In the house,On a dog bed,,,,,,,,,,,,,,,,,,,,
grlsPG0COI33,1,2015-01,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPG0COI33,2,2016-03,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsPG0COI33,2,2016-03,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPG0COI33,3,2017-08,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPG0COI33,3,2017-08,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPG0COI33,3,2017-08,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsPG0COI33,3,2017-08,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPG0COI33,3,2017-08,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsPG0COI33,3,2017-08,In the house,On the floor,,,,,,Cement,,,,,,,,,,,,,,
grlsPG0COI33,4,2018-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPG0COI33,4,2018-10,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPG0COI33,4,2018-10,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsPG0COI33,4,2018-10,In the house,On the floor,,,,,,Other,"Carpet, Cement, Hardwood, Laminate",,,,,,,,,,,,,
grlsPG0COI33,5,2019-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPG0COI33,5,2019-10,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPG0COI33,5,2019-10,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsPG0COI33,5,2019-10,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPG0COI33,5,2019-10,In the house,On the floor,,,,,,Cement,,,,,,,,,,,,,,
grlsPG0COI33,5,2019-10,In the house,On the floor,,,,,,Laminate,,,,,,,,,,,,,,
grlsPG0COI33,7,2021-03,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsPG0COI33,7,2021-03,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPG0COI33,7,2021-03,In the house,On the floor,,,,,,Cement,,,,,,,,,,,,,,
grlsPG0COI33,7,2021-03,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPG0COI33,7,2021-03,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPG2IIE44,0,2015-01,Outside,,,,,,,,,,,,,,,,,,,,,
grlsPG2IIE44,1,2016-01,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsPG2IIE44,1,2016-01,In the garage,On a dog bed,Cedar fill,,,,,,,,,,,,,,,,,,,
grlsPG2IIE44,2,2017-02,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsPG2IIE44,3,2018-02,In the house,On a dog bed,Other,Down,,,,,,,,,,,,,,,,,,
grlsPG2IIE44,3,2018-02,In the house,On a dog bed,Other,"Cotton, Denim, Down",,,,,,,,,,,,,,,,,,
grlsPG2IIE44,5,2020-08,In the house,On a dog bed,Other,Down,,,,,,,,,,,,,,,,,,
grlsPG2IIE44,5,2020-08,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPG2IIE44,5,2020-08,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPG2IIE44,5,2020-08,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPG2IIE44,6,2021-06,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPG2IIE44,6,2021-06,In the house,On a dog bed,Other,Down,,,,,,,,,,,,,,,,,,
grlsPG2IIE44,6,2021-06,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPG2IIE44,6,2021-06,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPG2IIE44,7,2022-06,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsPG2IIE44,7,2022-06,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPG81W8AA,0,2014-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPG81W8AA,1,2015-01,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Foam,,,,,,With a cover,,
grlsPG81W8AA,1,2015-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPG81W8AA,2,2016-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPG81W8AA,3,2017-01,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsPG81W8AA,3,2017-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPG81W8AA,4,2018-02,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPG81W8AA,5,2019-01,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsPG81W8AA,5,2019-01,In the house,On the floor,,,,,,Cement,,,,,,,,,,,,,,
grlsPG81W8AA,5,2019-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPG81W8AA,6,2020-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPG81W8AA,7,2021-01,In the house,On the floor,,,,,,Cement,,,,,,,,,,,,,,
grlsPG81W8AA,7,2021-01,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsPG81W8AA,7,2021-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGK1VZQQ,0,2013-01,In the house,On a dog bed,,,,,,,,,,,,,,,,,,,,
grlsPGK1VZQQ,1,2014-04,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPGOLQCVV,0,2013-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGOLQCVV,1,2014-11,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPGOLQCVV,1,2014-11,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGOLQCVV,2,2015-11,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPGOLQCVV,2,2015-11,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGOLQCVV,3,2017-02,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGOLQCVV,4,2018-02,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGOLQCVV,4,2018-02,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPGOLQCVV,4,2018-02,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsPGOLQCVV,5,2019-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGOLQCVV,5,2019-01,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPGOLQCVV,7,2020-01,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsPGOLQCVV,7,2020-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGOOG3SS,0,2014-06,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGOOG3SS,1,2015-09,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPGOOG3SS,1,2015-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGOOG3SS,2,2016-06,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsPGOOG3SS,2,2016-06,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGOOG3SS,3,2017-07,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsPGOOG3SS,3,2017-07,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGOOG3SS,4,2018-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGOOG3SS,5,2019-06,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsPGOOG3SS,5,2019-06,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGOOG3SS,6,2020-08,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsPGOOG3SS,6,2020-08,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGOOG3SS,7,2021-06,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPGOOG3SS,7,2021-06,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGZBI4BB,0,2014-09,In the house,On floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPGZBI4BB,1,2015-09,In the house,On the floor,,,,,,Linoleum,,,,,,,,,,,,,,
grlsPGZBI4BB,2,2016-10,In the house,On the floor,,,,,,Linoleum,,,,,,,,,,,,,,
grlsPGZBI4BB,3,2017-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGZBI4BB,3,2017-09,In the house,On the floor,,,,,,Linoleum,,,,,,,,,,,,,,
grlsPGZBI4BB,3,2017-09,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPGZBI4BB,4,2019-03,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGZBI4BB,4,2019-03,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPGZBI4BB,4,2019-03,In the house,On the floor,,,,,,Linoleum,,,,,,,,,,,,,,
grlsPGZBI4BB,5,2019-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGZBI4BB,5,2019-09,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPGZBI4BB,5,2019-09,In the house,On the floor,,,,,,Linoleum,,,,,,,,,,,,,,
grlsPGZBI4BB,6,2020-10,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPGZBI4BB,6,2020-10,In the house,On the floor,,,,,,Other,Vinyl,,,,,,,,,,,,,
grlsPGZBI4BB,6,2020-10,In the house,On the floor,,,,,,Other,Slate,,,,,,,,,,,,,
grlsPGZBI4BB,6,2020-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPGZBI4BB,6,2020-10,In the house,On the floor,,,,,,Linoleum,,,,,,,,,,,,,,
grlsPGZBI4BB,7,2021-09,In the house,On the floor,,,,,,Other,Vinyl,,,,,,,,,,,,,
grlsPGZBI4BB,7,2021-09,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPHP5TVTT,0,2014-10,In the house,On a dog bed,,,,,,,,,,,,,,,,,,,,
grlsPHP5TVTT,1,2015-10,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPHP5TVTT,1,2015-10,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsPHP5TVTT,2,2016-11,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPHP5TVTT,3,2017-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPHP5TVTT,3,2017-10,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPHP5TVTT,3,2017-10,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPHP5TVTT,4,2018-10,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPHP5TVTT,4,2018-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPHP5TVTT,4,2018-10,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPHP5TVTT,5,2019-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPHP5TVTT,5,2019-10,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPHP5TVTT,5,2019-10,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPHP5TVTT,5,2019-10,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsPHP5TVTT,6,2020-11,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPHP5TVTT,6,2020-11,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPHP5TVTT,7,2021-11,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsPHP5TVTT,7,2021-11,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsPHP5TVTT,7,2021-11,In the house,On the floor,,,,,,,,,,,,,,,,,,,,
grlsPIBJOAA,0,2013-01,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grlsPIBJOAA,1,2014-09,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPIBJOAA,1,2014-09,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Foam,,,,,,With a cover,,
grlsPIBJOAA,2,2015-08,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPIBJOAA,2,2015-08,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Foam,,,,,,With a cover,,
grlsPIBJOAA,3,2016-09,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPIBJOAA,3,2016-09,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsPIBJOAA,3,2016-09,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Foam,,,,,,With a cover,,
grlsPIBJOAA,3,2016-09,In the house,On the floor,,,,,,Laminate,,,,,,,,,,,,,,
grlsPIBJOAA,3,2016-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPIBJOAA,4,2017-08,In the house,On the floor,,,,,,Laminate,,,,,,,,,,,,,,
grlsPIBJOAA,4,2017-08,In the house,On the floor,,,,,,Other,Rug,,,,,,,,,,,,,
grlsPIBJOAA,4,2017-08,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsPIBJOAA,4,2017-08,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPIBJOAA,6,2019-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPIBJOAA,6,2019-09,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsPIBJOAA,6,2019-09,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPIBJOAA,6,2019-09,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsPIBJOAA,6,2019-09,In the house,On the floor,,,,,,Other,Vinyl,,,,,,,,,,,,,
grlsPIBJOAA,7,2020-10,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsPIBJOAA,7,2020-10,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsPIBJOAA,7,2020-10,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPIBJOAA,7,2020-10,In the house,On the floor,,,,,,Other,Vinyl,,,,,,,,,,,,,
grlsPIBJOAA,7,2020-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPIPT5SWW,0,2015-01,In the house,On floor,,,,,,Cement,,,,,,,,,,,,,,
grlsPIPT5SWW,1,2016-01,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsPIPT5SWW,1,2016-01,In the house,On the floor,,,,,,Other,Rug,,,,,,,,,,,,,
grlsPIPT5SWW,2,2017-03,In the house,On the floor,,,,,,Linoleum,,,,,,,,,,,,,,
grlsPIPT5SWW,3,2018-04,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsPIPT5SWW,4,2019-02,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsPIPT5SWW,5,2020-03,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPIPT5SWW,6,2021-02,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsPIPT5SWW,6,2021-02,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPIPT5SWW,7,2022-02,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsPIPT5SWW,7,2022-02,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPJGEUQSS,0,2014-03,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsPJLBR00,0,2013-11,In the house,On a dog bed,,,,,,,,,,,,,,,,,,,,
grlsPJLBR00,1,2015-01,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsPJLBR00,1,2015-01,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
